"MIC"	"COUNTRY"	"ISO COUNTRY CODE (ISO 3166)"	"OPERATING MIC"	"O/S"	"NAME-INSTITUTION DESCRIPTION"	"ACRONYM"	"CITY"	"WEBSITE"	"STATUS DATE"	"STATUS"	"CREATION DATE"	"COMMENTS"
"BOND"	"ITALY"	"IT"	"MTSO"	"S"	"BONDVISION ITALIA"		"ROMA"	"WWW.MTSMARKETS.COM"	"APRIL 2017"	"ACTIVE"	"NOVEMBER 2005"	"REGULATED MARKET FOR GOVERNMENT DEBT SECURITIES."
"BOSC"	"UNITED KINGDOM"	"GB"	"BOSC"	"O"	"BONDSCAPE"		"LONDON"	"WWW.BONDSCAPE.NET"	"NOVEMBER 2007"	"ACTIVE"	"NOVEMBER 2007"	
"BOSD"	"UNITED STATES OF AMERICA"	"US"	"XNAS"	"S"	"NASDAQ OMX BX DARK"	"NQBXDARK"	"NEW YORK"	"WWW.NASDAQOMXTRADER.COM"	"APRIL 2012"	"ACTIVE"	"APRIL 2012"	"DARK POOL"
"BOSP"	"POLAND"	"PL"	"XWAR"	"S"	"WARSAW STOCK EXCHANGE/BONDS/CATALYST/BONDSPOT/MTF"		"WARSAW"	"WWW.BONDSPOT.PL"	"AUGUST 2013"	"ACTIVE"	"JULY 2010"	"MULTILATERAL TRADING FACILITIES FOR DEBT INSTRUMENTS."
"BOTC"	"UNITED KINGDOM"	"GB"	"BCXE"	"S"	"OFF EXCHANGE IDENTIFIER FOR OTC TRADES REPORTED TO BATS EUROPE"	"BATS OFF EXCHANGE"	"LONDON"	"WWW.BATSTRADING.CO.UK"	"SEPTEMBER 2016"	"ACTIVE"	"AUGUST 2013"	"OFF EXCHANGE IDENTIFIER FOR OTC TRADES REPORTED TO BATS EUROPE."
"BOTE"	"BOTSWANA"	"BW"	"XBOT"	"S"	"BOTSWANA STOCK EXCHANGE - EXCHANGE TRADED FUNDS (ETF)"	"BOT"	"GABORONE"	"WWW.BSE.CO.BW"	"MARCH 2013"	"ACTIVE"	"MARCH 2013"	
"BOTV"	"BOTSWANA"	"BW"	"XBOT"	"S"	"BOTSWANA STOCK EXCHANGE - VENTURE CAPITAL"	"BOT"	"GABORONE"	"WWW.BSE.CO.BW"	"MARCH 2013"	"ACTIVE"	"MARCH 2013"	
"BOVA"	"CHILE"	"CL"	"BOVA"	"O"	"BOLSA DE CORREDORES - BOLSA DE VALORES"		"VALPARAISO"	"WWW.BOVALPO.COM"	"DECEMBER 2010"	"ACTIVE"	"DECEMBER 2010"	"EQUITY AND BOND MARKET."
"BOVM"	"BRAZIL"	"BR"	"BOVM"	"O"	"BOLSA DE VALORES MINAS-ESPÍRITO SANTO-BRASÍLIA"		"ESPIRITO SANTO"	"WWW.BOVMESB.COM.BR"	"MARCH 2013"	"ACTIVE"	"DECEMBER 2010"	"COMMODITIES MARKET."
"BPOL"	"UNITED STATES OF AMERICA"	"US"	"BLTD"	"S"	"BLOOMBERG BPOOL"		"NEW YORK"	"WWW.BLOOMBERG.COM"	"DECEMBER 2012"	"ACTIVE"	"DECEMBER 2012"	"ELECTRONIC TRADING PLATFORM"
"BRIX"	"BRAZIL"	"BR"	"BRIX"	"O"	"BRAZILIAN ENERGY EXCHANGE"		"SAO PAULO"		"MAY 2011"	"ACTIVE"	"MAY 2011"	"ELECTRONIC TRADING PLATFORM FOR OTC DERIVATIVES"
"BRNX"	"UNITED KINGDOM"	"GB"	"BRNX"	"O"	"BERNSTEIN CROSS (BERN-X)"	"BERN-X"	"LONDON"	"WWW.ALLIANCEBERNSTEIN.COM"	"MAY 2014"	"ACTIVE"	"MAY 2014"	"INTERNAL CROSSING FOR BERNSTEIN"
"BSEX"	"AZERBAIJAN"	"AZ"	"BSEX"	"O"	"BAKU STOCK EXCHANGE"		"BAKU"	"WWW.BSE.AZ"	"SEPTEMBER 2007"	"ACTIVE"	"SEPTEMBER 2007"	
"BSME"	"INDIA"	"IN"	"XBOM"	"S"	"BSE SME"	"BSE SME"	"MUMBAI"	"WWW.BSESME.COM"	"DECEMBER 2011"	"ACTIVE"	"DECEMBER 2011"	"BSE SME PLATFORM."
"BTEC"	"UNITED STATES OF AMERICA"	"US"	"BTEC"	"O"	"ICAP ELECTRONIC BROKING (US)"		"JERSEY CITY"	"WWW.ICAP.COM"	"JUNE 2007"	"ACTIVE"	"JUNE 2007"	
"BTEE"	"UNITED KINGDOM"	"GB"	"BTEE"	"O"	"BROKERTEC EU MTF"	"BEM"	"LONDON"	"WWW.BROKERTEC.COM/"	"MARCH 2017"	"ACTIVE"	"OCTOBER 2008"	
"BULK"	"NORWAY"	"NO"	"NORX"	"S"	"NASDAQ COMMODITIES - BULK COMMODITY"		"OSLO"	"WWW.NASDAQOMX.COM/COMMODITIES/"	"APRIL 2017"	"ACTIVE"	"APRIL 2017"	
"BVCA"	"VENEZUELA"	"VE"	"BVCA"	"O"	"CARACAS STOCK EXCHANGE"	"BVCC"	"CARACAS"	"WWW.BOLSADECARACAS.COM"	"APRIL 2014"	"ACTIVE"	"APRIL 2014"	"MARKET FOR EQUITIES AND BONDS"
"BVMF"	"BRAZIL"	"BR"	"BVMF"	"O"	"BM&FBOVESPA S.A. - BOLSA DE VALORES, MERCADORIAS E FUTUROS"		"SAO PAULO"	"WWW.BMFBOVESPA.COM.BR"	"APRIL 2010"	"ACTIVE"	"APRIL 2010"	"EQUITIES, SECURITIES, FINANCIAL ASSETS, INDICES, INTEREST RATES, AGRICULTURAL COMMODITIES, AND FOREIGN EXCHANGE FUTURES AND SPOT CONTRACTS."
"BVUK"	"UNITED KINGDOM"	"GB"	"XMTS"	"S"	"BONDVISION UK"		"LONDON"	"WWW.MTSMARKETS.COM"	"JULY 2014"	"ACTIVE"	"JULY 2014"	"ELECTRONIC TRADING PLATFORM FOR GOVIES AND NON GOVIES"
"BVUR"	"URUGUAY"	"UY"	"BVUR"	"O"	"BOLSA ELECTRONICA DE VALORES DEL URUGUAY"		"MONTEVIDEO"	"HTTPS://WEB.BEVSA.COM.UY/BEVSAINTRANET2008/INICIO/DEFAULT.ASPX"	"DECEMBER 2009"	"ACTIVE"	"DECEMBER 2009"	"REGISTERED ELECTRONIC STOCK EXCHANGE."
"BVUS"	"UNITED STATES OF AMERICA"	"US"	"MTUS"	"S"	"BONDVISION US"		"NEW YORK"	"WWW.MTSMARKETS.COM"	"AUGUST 2014"	"ACTIVE"	"JULY 2014"	"ELECTRONIC TRADING PLATFORM FOR GOVIES AND NON GOVIES"
"BYXD"	"UNITED STATES OF AMERICA"	"US"	"BATS"	"S"	"BATS Y-EXCHANGE DARK"	"BYXDARK"	"LENEXA"	"WWW.BATS.COM"	"FEBRUARY 2015"	"ACTIVE"	"FEBRUARY 2015"	"DARK POOL."
"BZXD"	"UNITED STATES OF AMERICA"	"US"	"BATS"	"S"	"BATS Z-EXCHANGE DARK"	"BZXDARK"	"LENEXA"	"WWW.BATS.COM"	"FEBRUARY 2015"	"ACTIVE"	"FEBRUARY 2015"	"DARK POOL."
"C2OX"	"UNITED STATES OF AMERICA"	"US"	"XCBO"	"S"	"C2 OPTIONS EXCHANGE INC."		"CHICAGO"		"MAY 2009"	"ACTIVE"	"MAY 2009"	"OPTIONS EXCHANGE FOR C2"
"CAES"	"UNITED STATES OF AMERICA"	"US"	"CRED"	"S"	"CREDIT SUISSE AES CROSSFINDER"		"NEW YORK"	"WWW.CREDIT-SUISSE.COM"	"SEPTEMBER 2009"	"ACTIVE"	"SEPTEMBER 2009"	"REGISTERED ATS"
"CAND"	"CANADA"	"CA"	"CAND"	"O"	"CANDEAL.CA INC"	"CANDEAL"	"TORONTO"	"WWW.CANDEAL.COM"	"DECEMBER 2016"	"ACTIVE"	"DECEMBER 2016"	"ELECTRONIC TRADING PLATFORM FOR FIXED INCOME SECURITIES AND DERIVATIVES."
"CANX"	"CANADA"	"CA"	"CANX"	"O"	"CANNEX FINANCIAL EXCHANGE LTS"	"CANNEX"	"TORONTO"	"WWW.CANNEX.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"CATS"	"GERMANY"	"DE"	"CATS"	"O"	"CATS"	"CATS"	"FRANKFURT"	"WWW.BS-CATS.COM"	"FEBRUARY 2015"	"ACTIVE"	"NOVEMBER 2010"	"ELECTRONIC TRADING PLATFORM FOR STRUCTURED PRODUCTS. THE OWNER OF CATS HAS CHANGED FROM CITIGROUP TO BOERSE STUTTGART."
"CAVE"	"UNITED STATES OF AMERICA"	"US"	"OTCM"	"S"	"CAVEAT EMPTOR"		"NEW YORK"	"WWW.OTCMARKETS.COM"	"AUGUST 2012"	"ACTIVE"	"AUGUST 2012"	"CORPORATE ACTIONS — CAVEAT EMPTOR."
"CBLC"	"UNITED STATES OF AMERICA"	"US"	"CGMI"	"S"	"CITIBLOC"	"CBLC"	"NEW YORK"	"WWW.CITIVELOCITY.COM"	"JANUARY 2016"	"ACTIVE"	"JANUARY 2016"	"CITIBLOC IS AN ATS UNDER THE OPERATING MIC CGMI"
"CBSX"	"UNITED STATES OF AMERICA"	"US"	"XCBO"	"S"	"CBOE STOCK EXCHANGE"	"CBSX"	"CHICAGO"	"WWW.CBSX.COM"	"JULY 2008"	"ACTIVE"	"JULY 2008"	"FOR EQUITIES"
"CBTS"	"UNITED STATES OF AMERICA"	"US"	"XCME"	"S"	"CME SWAPS MARKETS (CBOT)"		"CHICAGO"	"WWW.CMEGROUP.COM"	"OCTOBER 2013"	"ACTIVE"	"OCTOBER 2013"	"REGISTERED MARKET FOR SWAP EXECUTION IN THE US"
"CCFX"	"CHINA"	"CN"	"CCFX"	"O"	"CHINA FINANCIAL FUTURES EXCHANGE"		"SHANGHAI"	"WWW.CFFEX.COM.CN"	"SEPTEMBER 2007"	"ACTIVE"	"SEPTEMBER 2007"	
"CCLX"	"LUXEMBOURG"	"LU"	"CCLX"	"O"	"FINESTI S.A."	"CCLUX"	"LUXEMBOURG"	"WWW.CCLUX.LU"	"APRIL 2009"	"ACTIVE"	"APRIL 2009"	"CENTRALE DE COMMUNICATIONS LUXEMBOURG S.A. (CCLUX) CHANGED ITS NAME TO FINESTI S.A."
"CCO2"	"UNITED KINGDOM"	"GB"	"CCO2"	"O"	"CANTORCO2E.COM LIMITED"		"LONDON"	"WWW.CANTORCO2E.COM"	"JULY 2007"	"ACTIVE"	"JULY 2007"	
"CDED"	"UNITED STATES OF AMERICA"	"US"	"CDED"	"O"	"CITADEL SECURITIES"		"NEW YORK"	"WWW.CITADELSECURITIES.COM"	"DECEMBER 2015"	"ACTIVE"	"MAY 2011"	"ELECTRONIC MARKET MAKER."
"CDSL"	"INDIA"	"IN"	"CDSL"	"O"	"CLEARCORP DEALING SYSTEMS (INDIA) LTD."	"CLEARCORP"	"MUMBAI"	"WWW.CCILINDIA.COM"	"NOVEMBER 2015"	"ACTIVE"	"NOVEMBER 2015"	"SYSTEMS/PLATFORM FOR REPOS, MONEY INSTRUMENTS AND FX MARKET."
"CECS"	"UNITED STATES OF AMERICA"	"US"	"XCME"	"S"	"CME SWAPS MARKETS (COMEX)"		"NEW YORK"	"WWW.CMEGROUP.COM"	"OCTOBER 2013"	"ACTIVE"	"OCTOBER 2013"	"REGISTERED MARKET FOR SWAP EXECUTION  OF METALS IN THE US"
"CETI"	"BRAZIL"	"BR"	"CETI"	"O"	"CETIP S.A. - MERCADOS ORGANIZADOS"		"RIO DE JANEIRO"	"WWW.CETIP.COM.BR"	"MARCH 2013"	"ACTIVE"	"SEPTEMBER 2009"	"ELECTRONIC TRADING, TRADE REGISTRATION AND FINANCIAL SETTLEMENT FOR TRANSACTIONS INVOLVING FIXED INCOME SECURITIES AND OTC DERIVATIVES."
"CFAU"	"AUSTRALIA"	"AU"	"CSAU"	"S"	"CROSSFINDER AUSTRALIA"		"SYDNEY"	"HTTPS://WWW.CREDIT-SUISSE.COM/HK/EN/INVESTMENT-BANKING/CLIENT-OFFERING/AES/CROSSFINDER.HTML"	"OCTOBER 2015"	"ACTIVE"	"OCTOBER 2015"	"EQUITIES ALTERNATIVE LIQUIDITY POOL AUSTRALIA"
"CFHK"	"HONG KONG"	"HK"	"CSHK"	"S"	"CROSSFINDER HONG KONG"		"HONG KONG"	"HTTPS://WWW.CREDIT-SUISSE.COM/HK/EN/INVESTMENT-BANKING/CLIENT-OFFERING/AES/CROSSFINDER.HTML"	"OCTOBER 2015"	"ACTIVE"	"OCTOBER 2015"	"EQUITIES ALTERNATIVE LIQUIDITY POOL HONG KONG"
"CFJP"	"JAPAN"	"JP"	"CSJP"	"S"	"CROSSFINDER JAPAN"		"TOKYO"	"HTTPS://WWW.CREDIT-SUISSE.COM/HK/EN/INVESTMENT-BANKING/CLIENT-OFFERING/AES/CROSSFINDER.HTML"	"OCTOBER 2015"	"ACTIVE"	"OCTOBER 2015"	"EQUITIES ALTERNATIVE LIQUIDITY POOL JAPAN"
"CGCM"	"ITALY"	"IT"	"CGIT"	"S"	"CASSA DI COMPENSAZIONE E GARANZIA SPA - COLLATERALIZED MONEY MARKET GUARANTEE SERVICE"	"NEWMIC"	"ROMA"	"WWW.CCG.IT"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"COLLATERALIZED MONEY MARKET GUARANTEE SERVICE"
"CGDB"	"ITALY"	"IT"	"CGIT"	"S"	"CASSA DI COMPENSAZIONE E GARANZIA SPA - BONDS CCP SERVICE"	"CCGBONDS"	"ROMA"	"WWW.CCG.IT"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"CCP SERVICE FOR GOVERNMENT BONDS, CORPORATE BONDS AND REPOS"
"CGEB"	"ITALY"	"IT"	"CGIT"	"S"	"CASSA DI COMPENSAZIONE E GARANZIA SPA - EURO BONDS CCP SERVICE"	"CCGEUROBONDS"	"ROMA"	"WWW.CCG.IT"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"CCP SERVICE FOR EURO GOVERNMENT BONDS, EURO CORPORATE BONDS"
"CGGD"	"ITALY"	"IT"	"CGIT"	"S"	"CASSA DI COMPENSAZIONE E GARANZIA SPA - CCP AGRICULTURAL COMMODITY DERIVATIVES"	"CCGAGRIDER"	"ROMA"	"WWW.CCG.IT"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"CCP SERVICE ON AGRICULTURAL COMMODITIES DERIVATIVES"
"CGIT"	"ITALY"	"IT"	"CGIT"	"O"	"CASSA DI COMPENSAZIONE E GARANZIA SPA"	"CC&G"	"ROMA"	"WWW.CCG.IT"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"CENTRAL COUNTERPARTY ACROSS MULTIPLE TRADING VENUES COVERING A WIDE RANGE OF ASSET CLASSES"
"CGMA"	"AUSTRALIA"	"AU"	"CGMA"	"O"	"CITI MATCH AUSTRALIA"		"SYDNEY"	"HTTP://ICG.CITI.COM/ICG/GLOBAL_MARKETS/PRODUCT_SOLUTIONS/GLOBAL_EQUITIES/CITI_MATCH.JSP"	"JULY 2012"	"ACTIVE"	"JULY 2012"	
"CGME"	"UNITED KINGDOM"	"GB"	"CGME"	"O"	"CITI MATCH"		"LONDON"	"WWW.CITIGROUP.COM"	"APRIL 2012"	"ACTIVE"	"APRIL 2012"	"CITI MATCH EMEA"
"CGMH"	"HONG KONG"	"HK"	"CGMH"	"O"	"CITI MATCH"		"HONG KONG"	"WWW.CITIGROUP.COM"	"MARCH 2012"	"ACTIVE"	"MARCH 2012"	
"CGMI"	"UNITED STATES OF AMERICA"	"US"	"CGMI"	"O"	"CITIGROUP GLOBAL MARKETS"		"NEW YORK"	"WWW.CITIGROUP.COM"	"MARCH 2012"	"ACTIVE"	"MARCH 2012"	
"CGMX"	"MEXICO"	"MX"	"CGMX"	"O"	"CITI MEXICO RPI (RETAIL PRICE IMPROVEMENT)"		"MEXICO"	"WWW.CITIGROUP.COM"	"DECEMBER 2014"	"ACTIVE"	"APRIL 2012"	
"CGND"	"ITALY"	"IT"	"CGIT"	"S"	"CASSA DI COMPENSAZIONE E GARANZIA SPA - CCP ENERGY DERIVATIVES"	"CCGENERGYDER"	"ROMA"	"WWW.CCG.IT"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"CCP SERVICE ON ENERGY DERIVATIVES"
"CGQD"	"ITALY"	"IT"	"CGIT"	"S"	"CASSA DI COMPENSAZIONE E GARANZIA SPA - CCP EQUITY DERIVATIVES"	"CCGEQUITYDER"	"ROMA"	"WWW.CCG.IT"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"CCP SERVICE ON EQUITY DERIVATIVES"
"CGQT"	"ITALY"	"IT"	"CGIT"	"S"	"CASSA DI COMPENSAZIONE E GARANZIA SPA - EQUITY CCP SERVICE"	"CCGEQUITY"	"ROMA"	"WWW.CCG.IT"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"CCP SERVICE FOR EQUITIES AND COMPARABLE PRODUCTS SUCH WARRANTS, CONVERTIBLE BONDS, CLOSED-END FUNDS, INVESTMENT COMPANIES, REAL ESTATE INVESTMENT COMPANIES, ETF AND ETC"
"CGTR"	"ITALY"	"IT"	"CGIT"	"S"	"CASSA DI COMPENSAZIONE E GARANZIA SPA - TRIPARTY REPO CCP SERVICE"	"CCGTRIPARTY"	"ROMA"	"WWW.CCG.IT"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"CCP SERVICE FOR TRIPARTY REPOS"
"CHEV"	"UNITED KINGDOM"	"GB"	"CHEV"	"O"	"CA CHEUVREUX"		"LONDON"	"WWW.CHEUVREUX.COM"	"JUNE 2012"	"ACTIVE"	"JUNE 2012"	
"CHIA"	"AUSTRALIA"	"AU"	"CHIA"	"O"	"CHI-X AUSTRALIA"		"SYDNEY"	"WWW.CHI-X.COM/APAC/"	"APRIL 2010"	"ACTIVE"	"APRIL 2010"	
"CHIC"	"CANADA"	"CA"	"CHIC"	"O"	"CHI-X CANADA ATS"		"TORONTO"	"WWW.CHI-XCANADA.COM"	"FEBRUARY 2008"	"ACTIVE"	"FEBRUARY 2008"	"MARKET MODEL FOCUSED ON EQUAL OPPORTUNITY TRADING AND MARKET-LEVEL INNOVATION TO DRIVE GROWTH IN THE CANADIAN EQUITY MARKET"
"CHID"	"UNITED KINGDOM"	"GB"	"BCXE"	"S"	"BATS EUROPE - CXE DARK ORDER BOOK"	"CXE DARK"	"LONDON"	"WWW.BATSTRADING.CO.UK"	"APRIL 2016"	"ACTIVE"	"JANUARY 2013"	"TO BE USED FOR REPORTING DARK BOOK EXECUTIONS."
"CHIJ"	"JAPAN"	"JP"	"CHIJ"	"O"	"CHI-X JAPAN"		"TOKYO"	"WWW.CHI-X.ASIA/APAC/JP/ENG"	"FEBRUARY 2010"	"ACTIVE"	"FEBRUARY 2010"	"MARKET FOR JAPANESE EQUITIES AND ETF, ELECTRONIC TRADING PLATFORM."
"CHIO"	"UNITED KINGDOM"	"GB"	"BCXE"	"S"	"BATS EUROPE - CXE - OFF-BOOK"	"CXE OFF-BOOK"	"LONDON"	"WWW.BATSTRADING.CO.UK"	"SEPTEMBER 2016"	"ACTIVE"	"APRIL 2013"	"BATS EUROPE - CXE - OFF-BOOK TRADE REPORTS."
"CHIS"	"JAPAN"	"JP"	"CHIJ"	"S"	"CHI-X JAPAN SELECT"	"CHI-SELECT"	"TOKYO"	"WWW.CHI-X.JP"	"APRIL 2015"	"ACTIVE"	"APRIL 2015"	"REGISTERED MARKET FOR EQUITIES"
"CHIV"	"JAPAN"	"JP"	"CHIJ"	"S"	"CHI-X JAPAN VWAP CROSSING"		"TOKYO"	"WWW.CHI-X.JP/"	"AUGUST 2014"	"ACTIVE"	"AUGUST 2014"	"ORDER MATCHING SERVICE AT PRE-DEFINED PRICE LEVELS"
"CHIX"	"UNITED KINGDOM"	"GB"	"BCXE"	"S"	"BATS EUROPE - CXE ORDER BOOKS"	"BATS EUROPE"	"LONDON"	"WWW.BATSTRADING.CO.UK"	"APRIL 2016"	"ACTIVE"	"OCTOBER 2007"	"MULTILATERAL TRADING FACILITY FOR CASH EQUITIES."
"CICX"	"UNITED STATES OF AMERICA"	"US"	"CGMI"	"S"	"CITI CROSS"	"CX"	"NEW YORK"	"WWW.CITIGROUP.COM"	"FEBRUARY 2012"	"ACTIVE"	"FEBRUARY 2012"	"REGISTERED ATS DARK POOL FOR EQUITIES"
"CITD"	"JAPAN"	"JP"	"CITX"	"S"	"CITI DARK"		"TOKYO"	"WWW.CITIVELOCITY.COM"	"MARCH 2013"	"ACTIVE"	"MAY 2011"	"DARK POOL."
"CITX"	"JAPAN"	"JP"	"CITX"	"O"	"CITI MATCH"		"TOKYO"	"WWW.CITIGROUPGLOBALMARKETS.CO.JP"	"JULY 2009"	"ACTIVE"	"JULY 2009"	"CITIMATCH PTS (PROPRIETARY TRADING SYSTEM) LICENSE IN JAPAN."
"CLAU"	"AUSTRALIA"	"AU"	"CLAU"	"O"	"CLSA AUSTRALIA - DARK"		"SYDNEY"	"WWW.CLSA.COM"	"JULY 2015"	"ACTIVE"	"JULY 2015"	"DARK POOL."
"CLHK"	"HONG KONG"	"HK"	"CLHK"	"O"	"CLSA HONG KONG - DARK"		"HONG KONG"	"WWW.CLSA.COM"	"JULY 2015"	"ACTIVE"	"JULY 2015"	"DARK POOL."
"CLJP"	"JAPAN"	"JP"	"CLJP"	"O"	"CLSA JAPAN - DARK"		"TOKYO"	"WWW.CLSA.COM"	"JULY 2015"	"ACTIVE"	"JULY 2015"	"DARK POOL."
"CLMX"	"THE NETHERLANDS"	"NL"	"CLMX"	"O"	"CLIMEX"		"UTRECHT"	"WWW.CLIMEX.COM"	"JULY 2009"	"ACTIVE"	"JULY 2009"	"MARKET FOR TRADING AND AUCTIONING ENVIRONMENTAL COMMODITIES AND ENERGY CONTRACTS"
"CLPH"	"PHILIPPINES"	"PH"	"CLPH"	"O"	"CLSA PHILIPPINES - DARK"		"MANILA"	"WWW.CLSA.COM"	"JULY 2015"	"ACTIVE"	"JULY 2015"	"DARK POOL."
"CLTD"	"SINGAPORE"	"SG"	"CLTD"	"O"	"CLEARTRADE EXCHANGE"	"CLTX"	"SINGAPORE"	"WWW.CLTX.COM"	"OCTOBER 2014"	"ACTIVE"	"JANUARY 2012"	"FULLY INTEGRATED FUTURES EXECUTION PLATFORM REGULATED BY THE MONETARY AUTHORITY OF SINGAPORE AS A RMO). IT ALSO  OFFERS AN ELECTRONIC TRADING PLATFORM FOR OTC CLEARED COMMODITY SWAPS WHICH IS FULLY INTEGRATED TO PARTNER CLEARING HOUSES"
"CMEC"	"UNITED KINGDOM"	"GB"	"CMEE"	"S"	"CME CLEARING EUROPE"	"CME"	"LONDON"	"WWW.CMECLEARINGEUROPE.COM"	"FEBRUARY 2014"	"ACTIVE"	"DECEMBER 2011"	"EUROPEAN CLEARING HOUSE"
"CMED"	"UNITED KINGDOM"	"GB"	"CMEE"	"S"	"CME EUROPE - DERIVATIVES"	"CME"	"LONDON"	"WWW.CMEEUROPE.COM"	"FEBRUARY 2014"	"ACTIVE"	"JANUARY 2013"	"CME EUROPE TRADING PLATFORM"
"CMEE"	"UNITED KINGDOM"	"GB"	"CMEE"	"O"	"CME  EUROPE"	"CME"	"LONDON"	"WWW.CMEGROUP.COM"	"JANUARY 2013"	"ACTIVE"	"JANUARY 2013"	
"CMES"	"UNITED STATES OF AMERICA"	"US"	"XCME"	"S"	"CME SWAPS MARKETS (CME)"		"CHICAGO"	"WWW.CMEGROUP.COM"	"OCTOBER 2013"	"ACTIVE"	"OCTOBER 2013"	"REGISTERED MARKET FOR SWAP EXECUTION IN THE US"
"CMET"	"JAPAN"	"JP"	"CMET"	"O"	"CLEAR MARKETS JAPAN, INC."	"CM ETP"	"TOKYO"	"WWW.CLEAR-MARKETS.COM"	"DECEMBER 2014"	"ACTIVE"	"DECEMBER 2014"	"CLEAR MARKETS JAPAN, INC. OFFERS ELECTRONIC TRADING SERVICES FOR BOTH CLEARED AND NON-CLEARED SWAPS IN JAPAN."
"CMMT"	"UNITED KINGDOM"	"GB"	"CMMT"	"O"	"CLEAR MARKETS EUROPE LIMITED"	"CM MTF"	"LONDON"	"WWW.CLEAR-MARKETS.COM"	"DECEMBER 2014"	"ACTIVE"	"DECEMBER 2014"	"MTF REGISTERED SWAP EXECUTION FACILITY"
"CMSF"	"UNITED STATES OF AMERICA"	"US"	"CMSF"	"O"	"CLEAR MARKETS NORTH AMERICA, INC."	"CM SEF"	"CHARLOTTE"	"WWW.CLEAR-MARKETS.COM"	"JULY 2014"	"ACTIVE"	"JULY 2014"	"CFTC REGISTERED SWAP EXECUTION FACILITY"
"COAL"	"FRANCE"	"FR"	"COAL"	"O"	"LA COTE ALPHA"		"PARIS"	"WWW.COTE-ALPHA.FR"	"SEPTEMBER 2011"	"ACTIVE"	"SEPTEMBER 2011"	"SOURCE OF PRICES FOR INVESTMENT FUNDS."
"CORE"	"UNITED STATES OF AMERICA"	"US"	"ATDF"	"S"	"ATD - CITIGROUP AGENCY OPTION AND EQUITIES ROUTING ENGINE"	"ATDF"	"MOUNT PLEASANT"	"WWW.ATDESK.COM"	"MARCH 2015"	"ACTIVE"	"MARCH 2015"	"US BROKER DEALER PROVIDING AGENCY ROUTING FOR EQUITIES AND OPTIONS."
"COTC"	"CANADA"	"CA"	"COTC"	"O"	"BMO CAPITAL MARKETS - CAD OTC TRADES"		"TORONTO"	"WWW.BMOCM.COM"	"SEPTEMBER 2013"	"ACTIVE"	"SEPTEMBER 2013"	"OVER THE COUNTER TRADING OF CAD EQUITY"
"CRED"	"UNITED STATES OF AMERICA"	"US"	"CRED"	"O"	"CREDIT SUISSE (US)"		"NEW YORK"	"WWW.CREDIT-SUISSE.COM"	"AUGUST 2012"	"ACTIVE"	"AUGUST 2012"	
"CRYD"	"SWEDEN"	"SE"	"CRYD"	"O"	"CRYEX - FX AND DIGITAL CURRENCIES"		"STOCKHOLM"	"WWW.CRYEX.COM"	"JUNE 2015"	"ACTIVE"	"JUNE 2015"	
"CRYP"	"UNITED KINGDOM"	"GB"	"CRYP"	"O"	"CRYPTO FACILITIES"	"CF"	"LONDON"	"WWW.CRYPTOFACILITIES.CO.UK"	"JUNE 2016"	"ACTIVE"	"JUNE 2016"	"DIGITAL ASSETS TRADING PLATFORM."
"CRYX"	"SWEDEN"	"SE"	"CRYX"	"O"	"CRYEX"		"STOCKHOLM"	"WWW.CRYEX.COM"	"JUNE 2015"	"ACTIVE"	"JUNE 2015"	
"CSAU"	"AUSTRALIA"	"AU"	"CSAU"	"O"	"CREDIT SUISSE EQUITIES (AUSTRALIA) LIMITED"		"SYDNEY"	"WWW.CREDIT-SUISSE.COM"	"SEPTEMBER 2015"	"ACTIVE"	"SEPTEMBER 2015"	"REGISTERED BROKER DEALER IN AUSTRALIA"
"CSBX"	"UNITED KINGDOM"	"GB"	"CSEU"	"S"	"CREDIT SUISSE AES EUROPE BENCHMARK CROSS"		"LONDON"	"WWW.CREDIT-SUISSE.COM"	"APRIL 2017"	"ACTIVE"	"APRIL 2017"	
"CSCF"	"UNITED KINGDOM"	"GB"	"CSEU"	"S"	"CREDIT SUISSE AES CROSSFINDER EUROPE"		"LONDON"	"WWW.CREDIT-SUISSE.COM"	"AUGUST 2012"	"ACTIVE"	"AUGUST 2012"	
"CSEU"	"UNITED KINGDOM"	"GB"	"CSEU"	"O"	"CREDIT SUISSE (EUROPE)"		"LONDON"	"WWW.CREDIT-SUISSE.COM"	"SEPTEMBER 2012"	"ACTIVE"	"SEPTEMBER 2012"	
"CSHK"	"HONG KONG"	"HK"	"CSHK"	"O"	"CREDIT SUISSE SECURITIES (HONG KONG) LIMITED"		"HONG KONG"	"WWW.CREDIT-SUISSE.COM"	"SEPTEMBER 2015"	"ACTIVE"	"SEPTEMBER 2015"	"REGISTERED BROKER DEALER IN HONG KONG"
